,red,green,blue
0,38.362673096530735,21.126666673192517,16.23357945452
1,128.33244941402197,87.72990629577531,65.14802921076327
2,43.88045546780414,62.04025971593211,89.92279570566535
3,32.39963266104244,41.47504066237562,16.55777123723251
4,67.72212013022443,73.09442845944393,117.6282879212282
5,86.08034200115424,152.83990210476532,109.83493482063592
6,140.9547898641418,42.20826615542331,15.225871686907382
7,25.491967614817362,37.971325276448646,95.71917490775216
8,97.96933995031817,28.26088622122161,37.03701742560756
9,22.28927908545511,16.453360283879345,41.459935505589144
10,116.75409651238611,134.59587869926008,24.56505299675063
11,174.49462474346393,84.42842236163202,20.563078031527766
12,11.706863003880247,19.352436624203836,75.31179029240485
13,45.122479123839696,85.86580397266732,22.075263298323968
14,69.98826013092545,13.131088606353856,13.908284945811317
15,208.81778384595947,147.68880718425868,20.139932247806914
16,88.76582638670705,35.162453719267106,81.79288458705675
17,26.4224445867406,82.42615445865309,97.41819253877794
18,255.7049777026024,255.44056222405908,236.4926811612034
19,168.6284068061858,167.6190228836888,160.4227580228677
20,103.27465658941792,102.89810181420393,100.3406764174166
21,58.547716295753865,58.337773022304795,57.54200565627725
22,26.48398369527036,26.74846304609725,26.901393487793655
23,9.511641641594776,9.763544635179292,10.098078858075224
