,red,green,blue
0,37.76762413333391,21.317975612162613,16.238707998636453
1,126.3505062850023,87.5602059688875,65.13463023954981
2,44.21908001490389,61.374734639912205,91.62733081227762
3,32.584859188326774,41.93857429192151,16.460340081488347
4,66.65078701132212,71.78026804774512,120.24541767535923
5,87.15105095813215,151.51828459651517,110.10126670132081
6,139.88084826185144,44.41612300041899,15.199690425120819
7,25.313962950699658,37.09615634712162,97.86719741879995
8,94.12053246206743,28.31025485465127,37.19567361596887
9,21.363319280074162,16.31809356525689,42.64382645731646
10,117.80643423163781,136.43073480989193,24.171792693051568
11,173.84891681102405,88.81751982245916,20.444886843856285
12,11.691504064039778,18.75044921140834,76.38836308763024
13,46.073803604444905,86.65771139360062,21.791944541712343
14,65.28121664482816,13.180954848236704,13.91016107119275
15,208.32694605400502,150.91002181824592,19.807732636614812
16,84.21133215248602,34.73522326539314,84.27003433100845
17,26.59727359989595,79.60860381791635,97.35717427814679
18,255.68357203903398,255.41381347324315,241.98496767869764
19,168.70527520363976,167.65555149552176,163.35052470058005
20,103.35652918957885,102.92411963810204,101.66207196406823
21,58.59693175537985,58.352181124914594,58.04403473424671
22,26.514750040424047,26.75174866435544,27.03786325829486
23,9.511657927508812,9.764238973449276,10.136785465006746
