,red,green,blue
0,38.05758875955415,26.745658206511035,16.20194102261239
1,132.24460797603695,99.41468170844314,72.69247312395207
2,46.44962662398834,56.31622116642633,88.06263867356436
3,32.662180484758544,37.93132072351378,18.67073151520344
4,74.61567146888079,70.67604129067092,115.52098776326503
5,92.20123297779466,127.09182381950703,128.8926176538184
6,126.16551550911079,77.65002757653234,15.833222481166414
7,30.85811423509899,34.98866176080965,90.72917270644335
8,109.40078111096605,50.65500673426834,35.147666884969226
9,27.28668997852097,18.755958361197642,34.64451571236315
10,109.31647536486236,126.53036692502766,37.94337311298411
11,156.56616206262655,118.29045299678268,24.550101791990514
12,15.195127522512353,18.580387442296054,70.5763037204042
13,45.32695717906539,70.49032192616231,30.10761088753383
14,92.06876144638895,30.773650458605275,13.505323533736988
15,194.72861740284065,167.2107588056959,35.4397585863498
16,110.72327069634456,52.792952538754136,73.20620081692724
17,38.79565367283644,60.5309180646197,109.98224883059807
18,255.65713150930662,255.30684869564945,252.53640472555188
19,167.92202873623265,168.0217590624859,167.23557792219566
20,102.70749635315923,103.10685812144888,102.97715465446133
21,58.230870981631575,58.45860026696945,58.44801956653514
22,26.3642268063176,26.687858836402558,26.993984609540153
23,9.582288575572125,9.687379402137159,10.037684404114662
