,red,green,blue
0,39.579114006781474,26.725485866915953,16.190446602006784
1,135.17578451244955,99.99463702582393,73.58008547274856
2,45.939454417177544,56.716151073208756,87.27984185160958
3,33.08280061159345,37.51950828810521,18.924133762924658
4,76.69922750275968,71.7775423923877,114.32692448783975
5,90.85459581857754,127.63735993671614,130.82125391635603
6,128.2089094189435,76.3801804854643,15.887793823529083
7,31.40245754256391,35.72322681720071,89.71835995691147
8,113.41189104754348,51.73073537628902,34.96366474722481
9,29.362652815912526,19.05672243208602,33.3068936518056
10,107.86515019894239,124.77670540717212,39.17626290015473
11,157.39685942164758,115.46026131972882,24.91889348043232
12,15.485372392113415,19.153419254039015,70.41151395987067
13,43.694384029280286,69.59646953065037,30.901850695246765
14,97.82596666434017,32.020661660940924,13.466159294843102
15,195.19342674450084,164.90805500224428,36.65024414812459
16,116.49477085728394,54.311706274672595,71.20806095824949
17,38.77810975802239,62.45285859757652,111.7978138751271
18,255.58467848349287,255.261093747275,251.71320370997915
19,167.73201634438666,167.94747672796692,166.79340160518643
20,102.53480462849856,103.05748977316503,102.79094539578688
21,58.13039444105163,58.43246260720547,58.37014806368349
22,26.309904254204085,26.676342974111787,26.949079573459013
23,9.574050132299604,9.68671168666296,10.010619531195394
