,red,green,blue
0,671.5396382629588,457.7938750019839,20.074472408154353
1,1272.7231960356387,953.5198227885021,54.822111343634425
2,843.5223443634603,1077.5120201331958,144.232531601551
3,623.4536150766885,700.8274701964954,31.184448052670316
4,1040.7498978956355,923.2789853163861,121.58903436739467
5,929.6862101859832,1381.7283973505214,136.01271042262138
6,1575.593990356421,1053.1568272792158,14.521464261968642
7,523.4882207366264,562.9111190111923,125.16856723455636
8,1516.7124948968356,771.4202091596031,31.98988709971974
9,482.82396817922046,283.19406325051057,34.61333187734621
10,1323.9752189071842,1607.3660303294862,48.84056366036556
11,1704.7238972269095,1352.0914734574847,22.092475879708168
12,272.304607608476,317.14305860237255,109.30244671687764
13,689.8751439404862,1235.7897108024215,55.541302341035816
14,1160.4638789905725,445.8113435420146,10.419194598450483
15,1807.128892015863,1602.8805824733467,32.563758788329636
16,1182.0090530501748,569.6411720327515,46.35223332347589
17,445.31068631862786,761.4404296971735,143.66966404878528
18,1973.1289280683586,2004.530083529451,162.7694915770152
19,1957.9039168100562,1998.652772882723,162.66306717389557
20,1939.9664739791465,1990.3731947686374,162.55736257656156
21,1941.3281081311595,1992.5296674451208,162.8953911113753
22,1890.189628262472,1956.9767891380466,161.98221386316607
23,1817.8397893484,1870.0131736990086,158.3314340297792
