,red,green,blue
0,65.55421942126215,32.801952198789024,26.48140686274665
1,218.80386498971637,132.50011777578527,111.69662707718994
2,69.48777757538839,91.67320956356747,148.4293793290951
3,51.58208077685141,64.29463409612255,28.111136219034698
4,114.53479292433025,106.5991213061815,194.32395470710733
5,133.34752142640772,227.02157838706165,191.72165292316689
6,237.47871362795973,71.34549069807026,25.25294148968855
7,42.130609205935,54.2753670631688,158.6632736393911
8,177.21704524855264,42.97588758453923,60.382797146750846
9,40.170523975410916,24.53869155453205,64.27441505140554
10,183.99260571854876,210.0098769770906,44.31803663102396
11,288.3111040871511,139.87324908119993,35.25240710621731
12,19.057870567790555,27.074979991204657,126.65050625601724
13,67.39360246918761,132.35042624139587,39.01762180666466
14,135.29509404299526,20.110203250392992,22.761751270407245
15,343.01143833264325,234.03359185532145,37.03892309135625
16,165.45146899876212,51.69305029653883,130.63790310968142
17,41.28993301917835,116.24970351131319,170.54816667047885
18,416.17599244988014,386.78345039213906,401.31670441382255
19,274.1469957856454,253.9476646657062,269.41432252254873
20,167.7561363556747,155.9012424593034,167.43689358948907
21,95.10031964216392,88.37784536599158,95.63303060474485
22,42.9686995947049,40.50628029027773,44.499238406174186
23,15.472792726752852,14.767261201480801,16.646499085745653
