,red,green,blue
0,5.516973400799999,5.685642562092499,8.3803700009525
1,19.150084692992504,22.2079463325,34.34067472234751
2,6.078976080935,15.1000912695175,48.1539067354625
3,4.382030589365,11.83846924063,8.646636787899999
4,9.4471176560075,16.765976744184997,63.31146558986
5,11.198235380595,37.980364755657504,58.53827931577999
6,20.728363095629998,13.67404371283,7.9122890642899995
7,3.4872728648899995,8.554288741107497,51.8953902204725
8,15.93149375935,7.274002846595,19.26518532439
9,2.9371553926749994,4.044396240835,21.91495260701
10,15.602521491872503,38.077901649702504,12.884540988887498
11,24.896837381432498,28.352835218815,10.743450488374997
12,1.6290535810824998,4.16425963428,40.90915406209
13,5.573087380012498,24.115761701750003,11.552449752015004
14,10.648089763762497,3.427668532437499,7.221548609444999
15,29.608873005554997,43.09769769288249,10.65053588706
16,13.251087848830002,8.319294703184998,43.897979696730005
17,3.4775052574100007,17.2272542574775,51.911929990139996
18,35.936729500475,66.2050781697825,129.068184877325
19,23.720951602432503,43.51714248580249,86.43793626373248
20,14.529692265937497,26.720677745249994,53.4824781692375
21,8.245072095907497,15.15167129869,30.419033743887503
22,3.7222825196725,6.9399129996974995,14.117912478474997
23,1.3366326902424996,2.5372672358074992,5.276497444727503
