,red,green,blue
0,23.408699633184998,25.931102015594995,2.2599519154300003
1,83.76177142442502,96.19042721059003,10.1504270222625
2,29.063642213722485,52.15000083622249,12.585128595402498
3,20.881040302037505,38.58797447556001,2.53680792601
4,44.193182448935005,63.91004995977499,16.529294891640003
5,56.57336414182252,119.28118750861746,18.0356974667875
6,81.34423100273499,77.9044381992325,2.2006188461525
7,17.885439862725004,30.964530468180005,13.175033326855
8,71.07832941902251,52.02311335105251,4.994461999847499
9,14.757640347107497,17.161779532922502,4.985592877509999
10,70.15883614717247,126.59304039030249,4.788769801787501
11,101.89650895737745,123.03109679888499,3.335097767505
12,8.807919143630002,15.898586918770002,10.3575516054675
13,29.085802860685003,71.19674698687999,3.9404535855375005
14,53.33827678817503,31.219309268637495,1.9107876132625004
15,125.50651634625501,168.40791299813256,4.424442811737501
16,64.3251021272425,50.4259898237475,10.541895924804997
17,22.054100432107493,51.83767919688748,15.622127889474996
18,161.2692601634525,244.28777522445998,35.8075018047175
19,106.12195160417994,160.83894659209744,23.677384911977505
20,64.96001566737498,98.694310663445,14.565895631680002
21,36.8542052940675,55.97704428962752,8.263195457755002
22,16.6689831812375,25.532628916792504,3.8155060443275004
23,6.043053333135,9.288229470889998,1.4174041411775002
